Sequence ID,H_F1-FR1,H_F2-FR1,H_F3-FR1,H_F4-FR1,H_F5-FR1,H_F1-CDR1,H_F2-CDR1,H_F3-CDR1,H_F4-CDR1,H_F5-CDR1,H_F1-FR2,H_F2-FR2,H_F3-FR2,H_F4-FR2,H_F5-FR2,H_F1-CDR2,H_F2-CDR2,H_F3-CDR2,H_F4-CDR2,H_F5-CDR2,H_F1-FR3,H_F2-FR3,H_F3-FR3,H_F4-FR3,H_F5-FR3,L_F1-FR1,L_F2-FR1,L_F3-FR1,L_F4-FR1,L_F5-FR1,L_F1-CDR1,L_F2-CDR1,L_F3-CDR1,L_F4-CDR1,L_F5-CDR1,L_F1-FR2,L_F2-FR2,L_F3-FR2,L_F4-FR2,L_F5-FR2,L_F1-CDR2,L_F2-CDR2,L_F3-CDR2,L_F4-CDR2,L_F5-CDR2,L_F1-FR3,L_F2-FR3,L_F3-FR3,L_F4-FR3,L_F5-FR3,is_sarscov2_related
P054_050,-0.286,0.228,-1.022,0.756,-0.485,-0.197,0.591,-0.344,0.175,-0.353,-0.026,-0.052,-0.645,0.054,-0.492,-0.23,0.344,0.69,0.801,0.597,0.113,0.229,-0.083,0.277,0.071,-0.177,0.27,-0.913,0.577,-0.353,0.368,0.379,0.044,-0.001,0.276,0.196,0.086,-0.076,0.108,0.131,-0.47,-0.402,-2.075,1.27,-0.98,-0.175,0.48,-0.838,0.449,-0.497,1
P104-1G2,-0.127,0.2,-1.12,0.583,-0.729,-0.263,1.141,-1.281,0.416,-0.527,-0.059,0.463,0.152,0.067,0.285,-0.25,0.877,1.205,0.341,0.948,-0.061,0.215,-0.633,0.423,-0.382,-0.201,0.265,-1.093,0.539,-0.543,-0.034,0.759,-1.294,0.351,-0.556,0.119,-0.065,-0.409,0.262,-0.034,-0.401,0.583,-1.388,1.095,-0.243,-0.129,0.372,-0.543,0.475,-0.39,1
P10S-1G4,-0.157,0.28,-1.261,0.557,-0.784,-0.007,0.922,-1.061,0.23,-0.646,-0.072,0.153,0.659,-0.172,0.534,-0.227,0.841,0.335,0.287,0.275,-0.061,0.215,-0.633,0.423,-0.382,-0.228,0.615,-1.127,0.614,-0.569,-0.089,0.69,-0.525,0.459,-0.144,-0.136,0.081,-0.215,0.19,-0.119,0.111,1.293,-0.71,0.515,0.117,0.035,0.314,-0.705,0.489,-0.343,1
P10S-2F9,-0.141,0.159,-0.453,0.606,-0.28,-0.551,0.519,-0.766,0.385,-0.204,-0.152,-0.083,-0.543,0.391,-0.315,0.585,0.091,-0.905,-0.423,-0.93,0.025,0.116,-0.078,0.319,-0.064,-0.232,0.519,-1.527,0.596,-0.866,0.179,0.987,0.508,0.148,0.394,-0.169,0.188,-0.397,0.317,-0.271,0.98,0.653,-0.353,-0.199,-0.459,0.001,0.49,-0.185,0.498,0.175,1
P186-1H2,-0.209,0.159,-1.015,0.732,-0.452,-0.262,0.285,0.92,0.335,0.549,-0.057,0.242,-0.433,0.099,-0.077,-0.42,0.227,0.535,0.335,0.371,0.081,0.072,-0.172,0.33,0.004,-0.165,0.119,-0.859,0.516,-0.498,0.783,0.692,0.461,-0.159,0.552,0.099,0.182,-0.456,0.13,-0.212,-0.471,0.035,-1.607,0.037,-0.992,-0.119,0.308,-0.525,0.511,-0.353,1
P186-2A8,-0.209,0.159,-1.015,0.732,-0.452,-0.082,0.116,0.297,0.172,-0.115,-0.079,0.083,-0.196,0.152,0.07,-0.4,0.699,-0.84,0.193,-0.437,0.105,0.038,-0.337,0.329,-0.09,-0.201,0.265,-1.093,0.539,-0.543,-0.122,0.717,-2.01,0.177,-1.244,0.196,0.086,-0.076,0.108,0.131,-0.47,-0.402,-2.075,1.27,-0.98,-0.148,0.494,-0.863,0.419,-0.508,1
P186-2B1,-0.286,0.228,-1.022,0.756,-0.485,-0.251,0.696,-0.029,0.391,-0.04,-0.168,0.077,-0.488,0.29,-0.277,-0.319,0.959,0.083,0.556,0.354,0.1,0.136,0.107,0.213,0.14,-0.225,0.261,-1.273,0.501,-0.733,0.019,0.378,-1.476,-0.148,-1.041,0.196,0.086,-0.076,0.108,0.131,0.077,0.133,-3.05,0.66,-2.012,-0.132,0.411,-0.25,0.425,-0.212,1
P186-2C12,-0.274,0.261,-0.803,0.793,-0.309,-0.056,0.485,0.555,0.106,0.162,-0.112,0.19,-0.377,0.278,-0.081,-0.334,0.525,1.775,0.081,1.167,0.111,-0.006,-0.327,0.323,0.001,-0.225,0.261,-1.273,0.501,-0.733,0.286,0.439,-0.816,-0.118,-0.747,0.196,0.086,-0.076,0.108,0.131,0.077,0.133,-3.05,0.66,-2.012,-0.132,0.411,-0.25,0.425,-0.212,1
P195-1B7,-0.112,0.122,-0.113,0.537,-0.08,-0.523,0.762,-0.823,0.816,-0.22,-0.161,-0.068,-0.185,0.413,-0.038,0.487,0.091,-0.648,-0.518,-0.848,0.079,0.181,-0.144,0.322,-0.061,-0.098,0.436,-1.084,0.524,-0.718,0.267,-0.02,-0.54,0.273,-0.191,-0.077,0.148,-0.14,0.161,-0.188,0.884,0.38,-2.628,0.045,-1.414,-0.008,0.313,-0.323,0.488,-0.277,1
P195-1B8,-0.15,0.088,-0.299,0.626,-0.172,-0.551,0.519,-0.766,0.385,-0.204,-0.152,-0.083,-0.543,0.391,-0.315,0.6,0.016,-1.613,-0.435,-1.527,0.039,0.158,-0.001,0.302,-0.026,-0.152,0.091,-0.897,0.517,-0.484,0.783,0.692,0.461,-0.159,0.552,0.099,0.182,-0.456,0.13,-0.212,-0.471,0.035,-1.607,0.037,-0.992,-0.119,0.308,-0.525,0.511,-0.353,1
P195-1E11,-0.209,0.159,-1.015,0.732,-0.452,-0.082,0.116,0.297,0.172,-0.115,-0.079,0.083,-0.196,0.152,0.07,-0.4,0.699,-0.84,0.193,-0.437,0.075,-0.006,-0.226,0.344,-0.054,-0.165,0.119,-0.859,0.516,-0.498,0.783,0.692,0.461,-0.159,0.552,0.099,0.182,-0.456,0.13,-0.212,-0.471,0.035,-1.607,0.037,-0.992,-0.103,0.353,-0.443,0.492,-0.313,1
P195-2A1,-0.286,0.228,-1.022,0.756,-0.485,-0.251,0.696,-0.029,0.391,-0.04,-0.168,0.077,-0.488,0.29,-0.277,-0.319,0.959,0.083,0.556,0.354,0.124,0.085,-0.027,0.271,0.048,-0.273,0.551,-1.124,0.621,-0.555,-0.081,0.957,-0.197,0.211,-0.126,-0.136,-0.082,-0.373,0.027,-0.352,-0.172,0.474,-2.987,0.551,-2.384,0.088,0.331,-0.619,0.447,-0.212,1
P195-2A3,-0.15,0.088,-0.299,0.626,-0.172,-0.551,0.519,-0.766,0.385,-0.204,-0.152,-0.083,-0.543,0.391,-0.315,0.6,0.016,-1.613,-0.435,-1.527,0.081,0.148,-0.019,0.289,0.016,-0.165,0.119,-0.859,0.516,-0.498,0.783,0.692,0.461,-0.159,0.552,0.099,0.182,-0.456,0.13,-0.212,-0.471,0.035,-1.607,0.037,-0.992,-0.119,0.308,-0.525,0.511,-0.353,1
P195-2B8,-0.306,0.208,-0.862,0.683,-0.331,-0.251,0.696,-0.029,0.391,-0.04,-0.156,0.014,-0.077,0.304,-0.044,-0.319,0.959,0.083,0.556,0.354,0.079,0.081,-0.177,0.267,-0.007,-0.247,0.207,-0.976,0.587,-0.505,-0.148,0.759,-0.994,0.24,-0.459,0.106,-0.039,-0.195,0.21,0.067,-0.47,-0.402,-2.075,1.27,-0.98,-0.162,0.401,-0.502,0.466,-0.321,1
P195-2B9,-0.14,0.229,-1.082,0.582,-0.743,-0.294,0.987,-2.02,0.362,-0.766,-0.022,0.414,0.256,-0.044,0.253,-0.082,0.796,2.071,0.221,1.459,-0.074,0.23,-0.84,0.463,-0.491,-0.228,0.615,-1.127,0.614,-0.569,-0.089,0.69,-0.525,0.459,-0.144,-0.21,-0.002,-0.286,0.216,-0.184,0.98,0.653,-0.353,-0.199,-0.459,0.077,0.262,-0.981,0.45,-0.606,1
P1D9,-0.071,0.18,-1.281,0.591,-0.624,-0.04,0.837,-0.497,0.475,-0.152,-0.157,0.149,0.34,0.251,0.345,-0.362,0.103,0.887,0.469,0.596,0.043,-0.016,-0.067,0.356,0.057,-0.27,0.291,-0.821,0.573,-0.417,-0.072,0.027,1.124,0.19,0.489,0.196,0.086,-0.076,0.108,0.131,-0.47,-0.402,-2.075,1.27,-0.98,-0.137,0.434,-0.476,0.432,-0.288,1
P2-1B1,-0.031,0.165,-1.35,0.547,-0.673,-0.324,0.671,-0.049,0.584,0.241,-0.097,0.392,-0.077,0.187,0.084,-0.595,0.489,1.071,0.447,0.432,0.07,-0.073,-0.177,0.295,-0.125,-0.165,0.119,-0.859,0.516,-0.498,0.783,0.692,0.461,-0.159,0.552,0.099,0.182,-0.456,0.13,-0.212,-0.471,0.035,-1.607,0.037,-0.992,-0.119,0.308,-0.525,0.511,-0.353,1
P2-1D5,-0.239,0.239,-1.156,0.706,-0.506,-0.556,0.59,-0.937,0.551,-0.625,-0.137,-0.231,-0.126,0.218,0.042,0.205,0.489,0.081,-0.195,0.113,0.124,0.085,-0.027,0.271,0.048,-0.225,0.261,-1.273,0.501,-0.733,0.286,0.439,-0.816,-0.118,-0.747,0.122,0.002,-0.147,0.134,0.066,0.077,0.133,-3.05,0.66,-2.012,-0.132,0.411,-0.25,0.425,-0.212,1
P2-1G1,-0.209,0.159,-1.015,0.732,-0.452,-0.082,0.116,0.297,0.172,-0.115,-0.079,0.083,-0.196,0.152,0.07,-0.303,0.443,0.043,0.048,0.108,0.121,0.134,-0.2,0.309,0.001,-0.296,0.486,-1.242,0.648,-0.613,-0.005,0.957,-0.396,0.285,-0.19,0.041,0.138,-0.286,-0.048,-0.077,-0.172,0.474,-2.987,0.551,-2.384,0.074,0.306,-0.593,0.458,-0.281,1
P2-1G7,-0.282,0.217,-0.915,0.722,-0.402,-0.402,0.587,-0.039,0.327,-0.102,-0.156,0.014,-0.077,0.304,-0.044,-0.469,0.693,-0.609,0.744,-0.05,0.09,0.048,-0.059,0.283,0.019,-0.247,0.207,-0.976,0.587,-0.505,-0.115,0.58,0.168,0.279,0.201,0.106,-0.039,-0.195,0.21,0.067,-0.47,-0.402,-2.075,1.27,-0.98,-0.162,0.401,-0.502,0.466,-0.321,1
P2-1G9,-0.286,0.228,-1.022,0.756,-0.485,-0.378,0.42,1.068,-0.029,0.524,-0.055,-0.017,-0.142,0.26,-0.0,0.605,0.226,-1.319,0.067,-0.601,0.07,0.096,-0.095,0.272,-0.049,-0.201,0.265,-1.093,0.539,-0.543,-0.034,0.759,-1.294,0.351,-0.556,0.119,-0.065,-0.409,0.262,-0.034,-0.47,-0.402,-2.075,1.27,-0.98,-0.123,0.454,-0.486,0.46,-0.329,1
P2-2D8,-0.25,0.212,-0.881,0.765,-0.345,-0.362,0.216,0.475,0.138,0.27,0.061,0.071,0.347,0.215,0.456,0.182,0.269,0.113,0.573,0.483,0.129,0.109,-0.259,0.28,-0.13,-0.168,0.41,-0.565,0.373,-0.323,-0.212,0.707,-0.894,0.501,-0.345,-0.032,0.384,-0.153,0.232,-0.142,1.117,-0.108,-0.293,-0.105,-1.049,0.051,0.427,-1.08,0.409,-0.644,1
P2-2H8,-0.019,0.145,-1.389,0.518,-0.723,-0.324,0.671,-0.049,0.584,0.241,-0.055,0.111,-0.06,0.201,0.161,-0.825,-0.3,0.368,0.591,0.252,0.032,-0.029,-0.11,0.35,-0.057,-0.234,0.431,-0.9,0.525,-0.595,0.274,1.103,1.909,0.013,1.503,-0.014,0.241,-0.875,0.17,-0.545,-0.544,0.688,-1.645,0.994,-0.498,-0.076,0.365,-0.137,0.52,0.046,1
P22A-1D1,-0.282,0.217,-0.915,0.722,-0.402,-0.251,0.696,-0.029,0.391,-0.04,-0.168,0.077,-0.488,0.29,-0.277,-0.319,0.959,0.083,0.556,0.354,0.124,0.085,-0.027,0.271,0.048,-0.247,0.207,-0.976,0.587,-0.505,-0.148,0.759,-0.994,0.24,-0.459,0.106,-0.039,-0.195,0.21,0.067,-0.47,-0.402,-2.075,1.27,-0.98,-0.162,0.401,-0.502,0.466,-0.321,1
P2B-1A1,-0.14,0.229,-1.082,0.582,-0.743,-0.271,1.077,-0.412,0.352,0.003,-0.022,0.414,0.256,-0.044,0.253,-0.227,0.841,0.335,0.287,0.275,-0.019,0.179,-0.701,0.438,-0.378,-0.273,0.551,-1.124,0.621,-0.555,-0.005,0.957,-0.396,0.285,-0.19,0.042,0.161,-0.087,-0.146,0.001,-0.172,0.474,-2.987,0.551,-2.384,0.088,0.331,-0.619,0.447,-0.212,1
P2B-1A10,-0.282,0.217,-0.915,0.722,-0.402,-0.251,0.696,-0.029,0.391,-0.04,-0.168,0.077,-0.488,0.29,-0.277,-0.319,0.959,0.083,0.556,0.354,0.124,0.085,-0.027,0.271,0.048,-0.225,0.261,-1.273,0.501,-0.733,0.286,0.439,-0.816,-0.118,-0.747,0.197,0.109,0.124,0.01,0.209,0.077,0.133,-3.05,0.66,-2.012,-0.132,0.411,-0.25,0.425,-0.212,1
P2B-2F6,-0.14,0.229,-1.082,0.582,-0.743,-0.212,1.049,-0.022,0.22,0.171,-0.059,0.463,0.152,0.067,0.285,-0.216,0.663,-0.346,0.196,0.048,-0.056,0.187,-0.45,0.43,-0.277,-0.216,0.656,-1.275,0.622,-0.643,-0.005,0.957,-0.396,0.285,-0.19,0.041,0.138,-0.286,-0.048,-0.077,-0.069,-0.111,-1.276,0.675,-1.582,0.099,0.342,-0.744,0.461,-0.351,1
P2B4,-0.209,0.159,-1.015,0.732,-0.452,0.04,0.179,0.183,0.037,-0.162,-0.079,0.083,-0.196,0.152,0.07,-0.385,0.938,-1.092,0.696,-0.416,0.173,-0.096,-0.052,0.294,-0.006,-0.201,0.265,-1.093,0.539,-0.543,-0.239,0.178,-1.696,-0.107,-0.999,0.167,0.119,-0.538,0.197,-0.114,-0.349,0.499,-3.418,0.97,-1.813,-0.218,0.471,-0.58,0.377,-0.438,1
P2C-1A3,-0.267,0.263,-1.06,0.74,-0.386,-0.136,0.52,0.638,-0.013,0.167,-0.068,0.126,-0.116,0.117,0.009,-0.476,0.81,-1.404,0.677,-0.697,0.109,0.042,-0.105,0.289,0.01,-0.247,0.207,-0.976,0.587,-0.505,-0.148,0.759,-0.994,0.24,-0.459,0.106,-0.039,-0.195,0.21,0.067,-0.47,-0.402,-2.075,1.27,-0.98,-0.162,0.401,-0.502,0.466,-0.321,1
P2G3,-0.209,0.159,-1.015,0.732,-0.452,0.114,0.069,0.208,0.113,0.083,0.003,-0.068,-0.406,0.231,-0.225,-0.087,0.525,-0.086,-0.064,-0.131,0.14,-0.08,-0.009,0.35,0.11,-0.25,0.218,-1.083,0.621,-0.588,-0.148,0.759,-0.994,0.24,-0.459,-0.069,-0.145,0.013,0.346,0.1,-0.284,0.141,-1.093,1.049,-0.493,-0.162,0.401,-0.502,0.466,-0.321,1
P2S-1H6,-0.209,0.159,-1.015,0.732,-0.452,0.123,0.317,-0.068,-0.057,-0.502,-0.079,0.083,-0.196,0.152,0.07,-0.545,0.487,0.783,0.205,0.585,0.103,0.108,-0.202,0.318,-0.022,-0.228,0.615,-1.127,0.614,-0.569,-0.089,0.69,-0.525,0.459,-0.144,-0.136,0.081,-0.215,0.19,-0.119,0.502,1.103,1.309,0.236,1.31,0.035,0.314,-0.705,0.489,-0.343,1
P2S-2A6,-0.209,0.159,-1.015,0.732,-0.452,0.166,0.2,-0.027,-0.133,-0.402,-0.122,0.144,-0.185,0.133,0.004,-0.545,0.487,0.783,0.205,0.585,0.075,0.032,-0.153,0.367,0.044,-0.228,0.615,-1.127,0.614,-0.569,-0.089,0.69,-0.525,0.459,-0.144,-0.136,0.081,-0.215,0.19,-0.119,0.502,1.103,1.309,0.236,1.31,0.035,0.314,-0.705,0.489,-0.343,1
P2S-2E8,-0.286,0.228,-1.022,0.756,-0.485,-0.402,0.554,0.197,-0.058,0.029,-0.055,-0.017,-0.142,0.26,-0.0,0.644,0.006,-0.677,0.113,-0.3,0.089,0.069,-0.1,0.28,-0.02,-0.201,0.265,-1.093,0.539,-0.543,-0.034,0.759,-1.294,0.351,-0.556,0.119,-0.065,-0.409,0.262,-0.034,-0.47,-0.402,-2.075,1.27,-0.98,-0.079,0.443,-0.506,0.447,-0.285,1
P2S-2E9,-0.112,0.122,-0.113,0.537,-0.08,-0.523,0.762,-0.823,0.816,-0.22,-0.161,-0.068,-0.185,0.413,-0.038,0.487,0.091,-0.648,-0.518,-0.848,0.079,0.181,-0.144,0.322,-0.061,-0.273,0.551,-1.124,0.621,-0.555,0.014,0.649,-1.084,0.189,-0.902,0.041,0.138,-0.286,-0.048,-0.077,-0.106,0.116,-0.662,0.63,-1.064,0.043,0.321,-0.729,0.442,-0.261,1
P4A1,-0.282,0.217,-0.915,0.722,-0.402,-0.402,0.587,-0.039,0.327,-0.102,-0.162,0.061,-0.33,0.24,-0.154,-0.319,0.959,0.083,0.556,0.354,0.071,0.074,-0.054,0.274,-0.01,-0.214,0.294,-1.054,0.538,-0.557,-0.29,0.622,-1.399,0.024,-0.742,0.106,-0.039,-0.195,0.21,0.067,-0.47,-0.402,-2.075,1.27,-0.98,-0.175,0.48,-0.838,0.449,-0.497,1
P4J15,-0.201,-0.01,-0.704,0.423,-0.444,0.156,0.2,-1.059,-0.087,-1.285,-0.117,0.12,0.486,-0.002,0.248,-0.324,0.244,-0.279,0.696,0.08,-0.019,0.143,-0.39,0.391,-0.174,-0.229,0.271,-1.38,0.535,-0.816,0.08,0.485,1.177,0.139,0.797,0.177,0.128,-0.019,0.107,0.11,-0.161,-0.107,-2.389,0.255,-0.957,-0.142,0.375,-0.34,0.367,-0.251,1
P5-1H1,-0.282,0.217,-0.915,0.722,-0.402,-0.28,0.701,0.001,0.49,0.01,-0.11,0.213,-0.13,0.236,-0.117,-0.319,0.959,0.083,0.556,0.354,0.094,0.079,0.049,0.295,0.085,-0.247,0.207,-0.976,0.587,-0.505,-0.164,0.427,-0.186,0.173,-0.046,0.106,-0.039,-0.195,0.21,0.067,-0.47,-0.402,-2.075,1.27,-0.98,-0.209,0.419,-0.313,0.489,-0.234,1
P5-2B9,0.086,0.059,-0.809,0.466,-0.424,-0.393,0.399,-0.399,-0.138,-0.169,-0.179,0.062,0.717,0.082,0.602,0.122,0.574,0.026,0.307,-0.302,-0.119,0.211,-0.83,0.229,-0.506,-0.222,0.524,-0.479,0.603,-0.191,0.116,0.695,-0.704,0.389,0.028,-0.117,0.135,-0.409,0.105,-0.347,0.361,0.844,-1.773,-0.142,-1.459,0.08,0.335,-0.203,0.46,-0.092,1
P5-2H11,-0.282,0.217,-0.915,0.722,-0.402,-0.034,0.307,-0.011,0.275,-0.403,-0.162,0.061,-0.33,0.24,-0.154,-0.319,0.959,0.083,0.556,0.354,0.067,0.058,-0.152,0.277,-0.073,-0.228,0.615,-1.127,0.614,-0.569,-0.089,0.69,-0.525,0.459,-0.144,-0.136,0.081,-0.215,0.19,-0.119,0.502,1.103,1.309,0.236,1.31,0.056,0.408,-0.73,0.457,-0.377,1
P5A-1B6,-0.239,0.239,-1.156,0.706,-0.506,-0.402,0.391,0.021,0.404,0.034,-0.156,-0.189,-0.069,0.217,0.022,0.251,0.663,-0.598,0.154,-0.195,0.124,0.085,-0.027,0.271,0.048,-0.225,0.261,-1.273,0.501,-0.733,0.286,0.439,-0.816,-0.118,-0.747,0.196,0.086,-0.076,0.108,0.131,0.077,0.133,-3.05,0.66,-2.012,-0.132,0.411,-0.25,0.425,-0.212,1
P5A-1B8,-0.282,0.217,-0.915,0.722,-0.402,-0.251,0.696,-0.029,0.391,-0.04,-0.168,0.077,-0.488,0.29,-0.277,-0.26,1.056,0.53,0.521,0.533,0.09,0.048,-0.059,0.283,0.019,-0.247,0.207,-0.976,0.587,-0.505,-0.148,0.759,-0.994,0.24,-0.459,0.106,-0.039,-0.195,0.21,0.067,-0.47,-0.402,-2.075,1.27,-0.98,-0.162,0.401,-0.502,0.466,-0.321,1
P5A-1B9,-0.14,0.229,-1.082,0.582,-0.743,-0.271,1.077,-0.412,0.352,0.003,-0.022,0.414,0.256,-0.044,0.253,-0.297,0.923,-0.787,0.503,-0.319,-0.034,0.197,-0.706,0.442,-0.388,-0.165,0.119,-0.859,0.516,-0.498,0.783,0.692,0.461,-0.159,0.552,0.099,0.182,-0.456,0.13,-0.212,-0.471,0.035,-1.607,0.037,-0.992,-0.119,0.308,-0.525,0.511,-0.353,1
P5A-1D2,-0.282,0.217,-0.915,0.722,-0.402,-0.402,0.587,-0.039,0.327,-0.102,-0.162,0.061,-0.33,0.24,-0.154,-0.319,0.959,0.083,0.556,0.354,0.1,0.121,-0.007,0.274,0.029,-0.228,0.615,-1.127,0.614,-0.569,-0.089,0.69,-0.525,0.459,-0.144,-0.136,0.081,-0.215,0.19,-0.119,0.111,1.293,-0.71,0.515,0.117,0.05,0.36,-0.623,0.47,-0.302,1
P5A-2F11,-0.033,0.037,-1.228,0.554,-0.623,-0.014,0.634,0.678,0.15,0.28,-0.124,-0.022,0.474,0.03,0.35,0.215,0.802,0.409,0.192,0.419,0.016,0.059,0.085,0.346,0.125,-0.165,0.119,-0.859,0.516,-0.498,0.783,0.692,0.461,-0.159,0.552,0.099,0.182,-0.456,0.13,-0.212,-0.471,0.035,-1.607,0.037,-0.992,-0.119,0.308,-0.525,0.511,-0.353,1
P5A-2G7,-0.14,0.229,-1.082,0.582,-0.743,-0.145,1.058,-1.439,0.408,-0.794,-0.022,0.414,0.256,-0.044,0.253,-0.227,0.841,0.335,0.287,0.275,-0.043,0.215,-0.68,0.441,-0.397,-0.273,0.551,-1.124,0.621,-0.555,-0.005,0.957,-0.396,0.285,-0.19,0.041,0.138,-0.286,-0.048,-0.077,-0.172,0.474,-2.987,0.551,-2.384,0.063,0.369,-0.598,0.45,-0.232,1
P5A-2G9,-0.239,0.239,-1.156,0.706,-0.506,-0.376,0.76,0.279,0.338,0.31,-0.156,-0.189,-0.069,0.217,0.022,0.205,0.489,0.081,-0.195,0.113,0.124,0.085,-0.027,0.271,0.048,-0.113,0.511,-1.376,0.637,-0.815,-0.007,0.684,-1.184,0.246,-0.917,0.138,0.537,-0.006,-0.025,0.055,0.571,0.643,-1.444,-0.162,-1.015,-0.057,0.349,-0.822,0.478,-0.407,1
P5A-3C12,-0.112,0.122,-0.113,0.537,-0.08,-0.523,0.762,-0.823,0.816,-0.22,-0.161,-0.068,-0.185,0.413,-0.038,0.487,0.091,-0.648,-0.518,-0.848,0.079,0.181,-0.144,0.322,-0.061,-0.165,0.119,-0.859,0.516,-0.498,0.783,0.692,0.461,-0.159,0.552,0.099,0.182,-0.456,0.13,-0.212,-0.471,0.035,-1.607,0.037,-0.992,-0.119,0.308,-0.525,0.511,-0.353,1
P5S-1B11,-0.032,0.029,-1.228,0.584,-0.559,-0.271,0.523,1.372,0.133,0.736,-0.157,-0.066,0.007,0.04,0.091,-0.209,1.162,1.167,0.717,1.241,0.035,0.088,-0.198,0.339,-0.125,-0.201,0.265,-1.093,0.539,-0.543,0.473,0.333,-0.067,0.158,0.269,0.099,0.22,-0.036,0.045,0.236,-0.47,-0.402,-2.075,1.27,-0.98,-0.114,0.384,-0.69,0.442,-0.407,1
P5S-1D8,-0.209,0.159,-1.015,0.732,-0.452,-0.082,0.116,0.297,0.172,-0.115,-0.083,0.157,0.085,0.189,0.164,-0.387,0.598,-0.302,0.329,-0.202,0.099,0.042,-0.096,0.324,0.111,-0.277,0.562,-1.231,0.655,-0.638,0.165,0.777,-0.653,0.046,-0.549,0.041,0.138,-0.286,-0.048,-0.077,-0.172,0.474,-2.987,0.551,-2.384,0.084,0.341,-0.603,0.459,-0.201,1
P5S-2A9,-0.019,0.145,-1.389,0.518,-0.723,-0.227,1.094,-0.161,0.441,0.085,-0.168,0.212,-0.07,0.237,0.112,-0.597,0.439,0.647,0.655,0.266,0.063,0.016,-0.149,0.361,-0.083,-0.228,0.615,-1.127,0.614,-0.569,-0.089,0.69,-0.525,0.459,-0.144,-0.169,-0.014,-0.388,0.229,-0.205,0.433,0.118,0.622,0.411,0.573,0.027,0.367,-0.518,0.447,-0.258,1
P5S-2B10,-0.341,0.299,-0.9,0.696,-0.491,-0.251,0.696,-0.029,0.391,-0.04,-0.162,0.061,-0.33,0.24,-0.154,-0.319,0.959,0.083,0.556,0.354,0.036,0.073,-0.312,0.299,-0.167,-0.209,0.288,-1.148,0.491,-0.682,0.37,-0.04,0.027,-0.083,-0.006,0.2,0.013,-0.356,0.071,0.037,0.077,0.133,-3.05,0.66,-2.012,-0.123,0.327,-0.353,0.44,-0.232,1
P5S-2G8,-0.001,0.025,-1.125,0.448,-0.516,0.057,0.434,0.727,0.158,0.848,-0.147,-0.191,-0.262,0.006,-0.1,-0.064,0.547,0.724,0.356,0.277,0.072,0.063,-0.258,0.204,-0.162,-0.216,0.656,-1.275,0.622,-0.643,-0.005,0.957,-0.396,0.285,-0.19,0.126,0.059,-0.58,-0.125,-0.389,-0.069,-0.111,-1.276,0.675,-1.582,0.099,0.342,-0.744,0.461,-0.351,1
P5S-2G9,-0.15,0.088,-0.299,0.626,-0.172,-0.355,0.266,0.557,0.386,0.746,-0.152,-0.083,-0.543,0.391,-0.315,0.395,0.208,-0.9,-0.249,-0.769,0.005,0.04,0.155,0.346,-0.091,-0.201,0.265,-1.093,0.539,-0.543,-0.197,0.675,-1.142,0.53,-0.492,0.088,0.054,-0.141,0.126,-0.107,-0.401,0.583,-1.388,1.095,-0.243,-0.175,0.48,-0.838,0.449,-0.497,1
P5S-3B11,-0.294,0.245,-0.877,0.721,-0.416,-0.399,0.402,1.405,0.226,0.948,0.014,-0.051,0.214,0.21,0.21,0.697,-0.153,-0.117,0.19,-0.173,0.07,0.096,-0.095,0.272,-0.049,-0.168,0.41,-0.565,0.373,-0.323,0.143,0.493,1.602,0.103,1.07,-0.153,0.409,-0.304,0.233,-0.359,1.117,-0.108,-0.293,-0.105,-1.049,0.019,0.404,-1.083,0.396,-0.657,1
P5S-3D10,-0.151,0.105,-1.215,0.679,-0.664,-0.659,-0.085,0.277,0.533,0.114,-0.091,0.112,-0.325,0.27,-0.125,-0.013,0.9,-1.455,0.584,-0.418,0.079,0.104,0.155,0.346,0.172,-0.186,0.509,-0.338,0.612,-0.051,0.116,0.695,-0.704,0.389,0.028,-0.117,0.135,-0.409,0.105,-0.347,0.361,0.844,-1.773,-0.142,-1.459,0.074,0.336,-0.196,0.482,-0.081,1
PDI-178,-0.107,0.178,-0.806,0.522,-0.563,-0.297,0.708,-0.67,0.418,-0.273,-0.022,0.414,0.256,-0.044,0.253,-0.145,0.702,0.348,0.087,0.331,-0.066,0.252,-0.66,0.444,-0.416,-0.009,0.338,-0.251,0.529,-0.15,0.312,0.6,0.305,0.249,0.625,-0.081,0.208,-0.234,0.181,-0.287,0.361,0.844,-1.773,-0.142,-1.459,0.021,0.336,-0.226,0.388,-0.177,1
PDI-209,-0.221,0.188,-0.977,0.731,-0.466,-0.208,0.342,0.262,0.126,-0.043,-0.131,-0.246,0.032,0.168,0.164,0.042,0.302,-1.724,0.543,-0.944,0.033,0.06,-0.133,0.427,-0.026,-0.201,0.265,-1.093,0.539,-0.543,0.047,0.664,0.015,0.1,0.138,0.196,0.086,-0.076,0.108,0.131,-0.47,-0.402,-2.075,1.27,-0.98,-0.126,0.439,-0.664,0.442,-0.343,1
